,drug,HC03_VC03,HC03_VC04,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12,HC03_VC13,HC03_VC14,HC03_VC15,HC03_VC17,HC03_VC18
95,high,HC03_VC03_3,HC03_VC04_3,HC03_VC06_2,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
96,high,HC03_VC03_1,HC03_VC04_3,HC03_VC06_1,HC03_VC07_4,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
97,high,HC03_VC03_3,HC03_VC04_3,HC03_VC06_1,HC03_VC07_4,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_1,HC03_VC18_4
98,high,HC03_VC03_4,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_3,HC03_VC18_3
99,high,HC03_VC03_4,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
100,high,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
101,high,HC03_VC03_4,HC03_VC04_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
102,high,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_2
103,high,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
104,high,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_2,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_3
105,high,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
106,high,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
107,high,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_2
108,high,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_4,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
109,high,HC03_VC03_3,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3,HC03_VC13_3,HC03_VC14_2,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
110,high,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_2,HC03_VC18_4
111,high,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3,HC03_VC13_2,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
112,high,HC03_VC03_2,HC03_VC04_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
113,high,HC03_VC03_3,HC03_VC04_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
114,high,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
115,high,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
116,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_1,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_1,HC03_VC17_1,HC03_VC18_2
117,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_2,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_1,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_3
118,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_2
119,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
120,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_3,HC03_VC18_4
121,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_2,HC03_VC15_4,HC03_VC17_4,HC03_VC18_4
122,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
123,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
124,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
125,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_4
126,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_2
127,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_3
128,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_2,HC03_VC15_2,HC03_VC17_2,HC03_VC18_2
129,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
130,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_4
131,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_2
132,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
133,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
134,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3,HC03_VC13_3,HC03_VC14_1,HC03_VC15_4,HC03_VC17_3,HC03_VC18_3
135,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
136,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
137,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_4,HC03_VC15_3,HC03_VC17_2,HC03_VC18_1
138,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_3,HC03_VC15_3,HC03_VC17_4,HC03_VC18_3
139,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_2
140,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_3,HC03_VC18_3
141,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_4,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_2,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
142,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_2,HC03_VC18_3
143,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1,HC03_VC13_1,HC03_VC14_2,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
144,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_2,HC03_VC18_1
145,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_2,HC03_VC15_4,HC03_VC17_4,HC03_VC18_4
146,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
147,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_1,HC03_VC17_3,HC03_VC18_1
148,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_3
149,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_3,HC03_VC18_4
150,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_3,HC03_VC15_4,HC03_VC17_3,HC03_VC18_4
151,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2,HC03_VC13_4,HC03_VC14_3,HC03_VC15_1,HC03_VC17_1,HC03_VC18_1
152,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_4,HC03_VC10_3,HC03_VC11_1,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_3
153,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_2,HC03_VC13_2,HC03_VC14_1,HC03_VC15_2,HC03_VC17_4,HC03_VC18_2
154,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
155,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_3,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_2,HC03_VC17_4,HC03_VC18_1
156,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_2,HC03_VC18_2
157,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
158,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_2,HC03_VC13_2,HC03_VC14_1,HC03_VC15_2,HC03_VC17_3,HC03_VC18_1
159,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
160,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_1,HC03_VC15_1,HC03_VC17_3,HC03_VC18_2
161,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4,HC03_VC13_2,HC03_VC14_3,HC03_VC15_3,HC03_VC17_4,HC03_VC18_1
162,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_3,HC03_VC18_2
163,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC06_4,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_4,HC03_VC12_4,HC03_VC13_2,HC03_VC14_2,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
164,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_2,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
165,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
166,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_2,HC03_VC14_1,HC03_VC15_2,HC03_VC17_2,HC03_VC18_3
167,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3,HC03_VC13_3,HC03_VC14_3,HC03_VC15_1,HC03_VC17_2,HC03_VC18_3
168,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3,HC03_VC13_1,HC03_VC14_1,HC03_VC15_3,HC03_VC17_4,HC03_VC18_4
169,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_1,HC03_VC07_3,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_1,HC03_VC18_4
170,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_4,HC03_VC18_1
171,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_1
172,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_4
173,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
174,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3,HC03_VC13_2,HC03_VC14_2,HC03_VC15_3,HC03_VC17_3,HC03_VC18_3
175,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_3,HC03_VC08_1,HC03_VC09_2,HC03_VC10_3,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_3,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
176,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
177,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_1,HC03_VC14_1,HC03_VC15_1,HC03_VC17_2,HC03_VC18_2
178,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2,HC03_VC13_2,HC03_VC14_3,HC03_VC15_2,HC03_VC17_3,HC03_VC18_2
179,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_1,HC03_VC11_3,HC03_VC12_2,HC03_VC13_3,HC03_VC14_4,HC03_VC15_3,HC03_VC17_1,HC03_VC18_4
180,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3,HC03_VC13_3,HC03_VC14_4,HC03_VC15_3,HC03_VC17_3,HC03_VC18_2
181,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4,HC03_VC13_3,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_2
182,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
183,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_1,HC03_VC13_3,HC03_VC14_3,HC03_VC15_3,HC03_VC17_2,HC03_VC18_3
184,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_4,HC03_VC11_2,HC03_VC12_1,HC03_VC13_3,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_2
185,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_2,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
186,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_4,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
187,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_4,HC03_VC12_3,HC03_VC13_4,HC03_VC14_4,HC03_VC15_4,HC03_VC17_1,HC03_VC18_4
188,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_4,HC03_VC11_1,HC03_VC12_1,HC03_VC13_1,HC03_VC14_1,HC03_VC15_4,HC03_VC17_2,HC03_VC18_4
189,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC06_1,HC03_VC07_3,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1,HC03_VC13_1,HC03_VC14_2,HC03_VC15_1,HC03_VC17_2,HC03_VC18_3
