,drug,HC03_VC128,HC03_VC129,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134
186,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_4
187,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_3
188,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
189,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
190,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_1,HC03_VC134_2
191,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_1,HC03_VC134_2
192,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
193,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
194,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
195,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
196,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
197,mid,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
198,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
199,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
200,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_3,HC03_VC131_3,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3
201,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
202,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
203,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3
204,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
205,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
206,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_3
207,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2
208,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_4,HC03_VC134_3
209,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
210,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
211,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
212,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2
213,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_1,HC03_VC134_4
214,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
215,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
216,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
217,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
218,mid,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
219,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
220,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
221,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
222,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
223,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_4
224,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
225,mid,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1
226,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_4
227,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
228,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
229,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
230,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
231,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
232,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_3
233,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_4
234,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
235,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
236,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
237,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
238,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
239,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3
240,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
241,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_2
242,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
243,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
244,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_2
245,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
246,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
247,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
248,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
249,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_3
250,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_4
251,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
252,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
253,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
254,mid,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1
255,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
256,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
257,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_4
258,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
259,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
260,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
261,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2
262,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_1
263,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
264,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
265,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
266,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
267,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
268,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
269,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
270,mid,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1
271,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
272,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
273,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_4
274,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
275,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_1
276,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_4,HC03_VC134_4
277,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
278,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_4,HC03_VC134_4
279,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
280,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
281,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
282,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_4
283,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_4
284,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
285,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
286,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_2
287,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
288,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_4
289,mid,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
290,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
291,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
292,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_4,HC03_VC133_3,HC03_VC134_1
293,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
294,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
295,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_3,HC03_VC133_4,HC03_VC134_4
296,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
297,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
298,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
299,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
300,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
301,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
302,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
303,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
304,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
305,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
306,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
307,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
308,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2
309,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
310,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_2
311,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
312,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_4,HC03_VC134_4
313,mid,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
314,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_2
315,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
316,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_4
317,mid,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
318,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
319,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
320,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
321,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
322,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
323,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
324,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_4
325,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_2
326,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
327,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
328,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
329,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
330,mid,HC03_VC128_1,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
331,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
332,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
333,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
334,mid,HC03_VC128_1,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
335,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
336,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
337,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
338,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3
339,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_1,HC03_VC134_2
340,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
341,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
342,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
343,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
344,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
345,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1
346,low,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_4
347,low,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
348,low,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
349,low,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
350,low,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
351,low,HC03_VC128_4,HC03_VC129_2,HC03_VC130_3,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_3
352,low,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
353,low,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
354,low,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
355,low,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
356,low,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
357,low,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
358,low,HC03_VC128_1,HC03_VC129_3,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
359,low,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
360,low,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_2
361,low,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
362,low,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
363,low,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
364,low,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
365,low,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_1
366,low,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
367,low,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_4
368,low,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
369,low,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
370,low,HC03_VC128_1,HC03_VC129_1,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
371,low,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
