,drug,HC03_VC166,HC03_VC167,HC03_VC168,HC03_VC170,HC03_VC171,HC03_VC172,HC03_VC173,HC03_VC174,HC03_VC175,HC03_VC176,HC03_VC177,HC03_VC178
111,high,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
112,high,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
113,high,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
114,high,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
115,high,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
116,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
117,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_4,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
118,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
119,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
120,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
121,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
122,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
123,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
124,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
125,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
126,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
127,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
128,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
129,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
130,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
131,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
132,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
133,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
134,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_2,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
135,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
136,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
137,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
138,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
139,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
140,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
141,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
142,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_4,HC03_VC174_4,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
143,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
144,mid,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
145,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
146,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
147,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_4,HC03_VC174_4,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
148,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
149,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
150,mid,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
151,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
152,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
153,mid,HC03_VC166_3,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
154,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
155,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
156,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
157,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
158,mid,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_4,HC03_VC171_1,HC03_VC172_4,HC03_VC173_1,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
159,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
160,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
161,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_1,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
162,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
163,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
164,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
165,mid,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
166,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
167,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
168,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
169,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
170,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_4,HC03_VC174_4,HC03_VC175_1,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
171,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
172,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
173,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_2,HC03_VC172_3,HC03_VC173_1,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
174,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
175,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
176,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
177,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
178,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_2,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
179,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
180,mid,HC03_VC166_2,HC03_VC167_1,HC03_VC168_4,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
181,mid,HC03_VC166_2,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_1,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
182,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
183,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
184,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
185,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_3,HC03_VC173_2,HC03_VC174_1,HC03_VC175_1,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
186,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
187,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
188,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
189,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
190,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
191,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_3,HC03_VC175_3,HC03_VC176_3,HC03_VC177_2,HC03_VC178_2
192,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
193,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
194,mid,HC03_VC166_2,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_1
195,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_2,HC03_VC173_3,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
196,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_4,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
197,mid,HC03_VC166_3,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_3,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
198,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
199,mid,HC03_VC166_1,HC03_VC167_3,HC03_VC168_2,HC03_VC170_2,HC03_VC171_3,HC03_VC172_3,HC03_VC173_1,HC03_VC174_1,HC03_VC175_3,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
200,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
201,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
202,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
203,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
204,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
205,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_2
206,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_2,HC03_VC175_3,HC03_VC176_2,HC03_VC177_3,HC03_VC178_2
207,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_2,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_2
208,mid,HC03_VC166_3,HC03_VC167_3,HC03_VC168_2,HC03_VC170_3,HC03_VC171_4,HC03_VC172_4,HC03_VC173_1,HC03_VC174_1,HC03_VC175_2,HC03_VC176_3,HC03_VC177_2,HC03_VC178_1
209,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_3,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_3,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
210,mid,HC03_VC166_4,HC03_VC167_1,HC03_VC168_4,HC03_VC170_4,HC03_VC171_4,HC03_VC172_4,HC03_VC173_3,HC03_VC174_4,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
211,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_3,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
212,mid,HC03_VC166_3,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_2,HC03_VC172_2,HC03_VC173_4,HC03_VC174_4,HC03_VC175_3,HC03_VC176_3,HC03_VC177_1,HC03_VC178_1
213,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_4,HC03_VC171_3,HC03_VC172_4,HC03_VC173_2,HC03_VC174_2,HC03_VC175_3,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
214,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_2,HC03_VC176_1,HC03_VC177_3,HC03_VC178_2
215,mid,HC03_VC166_4,HC03_VC167_2,HC03_VC168_3,HC03_VC170_2,HC03_VC171_3,HC03_VC172_2,HC03_VC173_2,HC03_VC174_1,HC03_VC175_4,HC03_VC176_3,HC03_VC177_3,HC03_VC178_2
216,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
217,mid,HC03_VC166_2,HC03_VC167_2,HC03_VC168_2,HC03_VC170_2,HC03_VC171_2,HC03_VC172_1,HC03_VC173_4,HC03_VC174_3,HC03_VC175_2,HC03_VC176_2,HC03_VC177_1,HC03_VC178_1
218,mid,HC03_VC166_4,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_1,HC03_VC178_1
219,mid,HC03_VC166_4,HC03_VC167_3,HC03_VC168_2,HC03_VC170_4,HC03_VC171_2,HC03_VC172_3,HC03_VC173_3,HC03_VC174_3,HC03_VC175_4,HC03_VC176_3,HC03_VC177_1,HC03_VC178_2
220,mid,HC03_VC166_1,HC03_VC167_2,HC03_VC168_3,HC03_VC170_3,HC03_VC171_4,HC03_VC172_3,HC03_VC173_2,HC03_VC174_2,HC03_VC175_2,HC03_VC176_2,HC03_VC177_2,HC03_VC178_2
221,mid,HC03_VC166_1,HC03_VC167_4,HC03_VC168_1,HC03_VC170_1,HC03_VC171_1,HC03_VC172_1,HC03_VC173_1,HC03_VC174_1,HC03_VC175_1,HC03_VC176_1,HC03_VC177_2,HC03_VC178_1
