,drug,HC03_VC35,HC03_VC36,HC03_VC37,HC03_VC38,HC03_VC39,HC03_VC40,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC46,HC03_VC47
111,high,HC03_VC35_2,HC03_VC36_3,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_2
112,high,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
113,high,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
114,high,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_3,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_4
115,high,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_1,HC03_VC43_2,HC03_VC44_4,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
116,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_4,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
117,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_1,HC03_VC42_3,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_2
118,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_4,HC03_VC40_2,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_4
119,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_3,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_1
120,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_3,HC03_VC47_1
121,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
122,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
123,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_2,HC03_VC43_4,HC03_VC44_3,HC03_VC45_3,HC03_VC46_1,HC03_VC47_1
124,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_3
125,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_3
126,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_4
127,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
128,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
129,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_4,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_3,HC03_VC47_1
130,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_2,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
131,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_2,HC03_VC47_3
132,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
133,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
134,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_4,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
135,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
136,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
137,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_3,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
138,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
139,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
140,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_1,HC03_VC42_3,HC03_VC43_4,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_2
141,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_4,HC03_VC38_2,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_3,HC03_VC46_1,HC03_VC47_2
142,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
143,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
144,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_2
145,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_4,HC03_VC46_4,HC03_VC47_4
146,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
147,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
148,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_3
149,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_4,HC03_VC47_1
150,mid,HC03_VC35_3,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_4,HC03_VC40_4,HC03_VC42_3,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
151,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_1,HC03_VC45_2,HC03_VC46_2,HC03_VC47_4
152,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
153,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_3,HC03_VC43_3,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
154,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_1,HC03_VC46_4,HC03_VC47_2
155,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
156,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
157,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
158,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_4,HC03_VC40_2,HC03_VC42_4,HC03_VC43_2,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_4
159,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_3,HC03_VC42_1,HC03_VC43_2,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
160,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_2,HC03_VC40_1,HC03_VC42_2,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
161,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_3,HC03_VC47_2
162,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_2,HC03_VC42_1,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_1,HC03_VC47_1
163,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_4,HC03_VC46_1,HC03_VC47_2
164,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_2,HC03_VC44_4,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
165,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
166,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_1
167,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_3
168,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_2,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_4,HC03_VC47_4
169,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_4,HC03_VC44_2,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
170,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_2,HC03_VC38_3,HC03_VC39_3,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_2,HC03_VC47_1
171,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_3,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_1
172,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
173,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_4,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_3
174,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
175,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_1
176,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_3,HC03_VC40_2,HC03_VC42_1,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_1
177,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_2,HC03_VC38_4,HC03_VC39_2,HC03_VC40_1,HC03_VC42_2,HC03_VC43_4,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_1
178,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
179,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_1,HC03_VC39_3,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_3
180,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_2,HC03_VC38_1,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_4,HC03_VC44_2,HC03_VC45_2,HC03_VC46_2,HC03_VC47_2
181,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_3,HC03_VC40_2,HC03_VC42_2,HC03_VC43_4,HC03_VC44_2,HC03_VC45_3,HC03_VC46_2,HC03_VC47_2
182,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_4,HC03_VC42_1,HC03_VC43_2,HC03_VC44_2,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
183,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_3,HC03_VC44_3,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
184,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_3,HC03_VC38_1,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_4,HC03_VC44_3,HC03_VC45_1,HC03_VC46_1,HC03_VC47_1
185,mid,HC03_VC35_1,HC03_VC36_3,HC03_VC37_1,HC03_VC38_3,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_4,HC03_VC47_2
186,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_4,HC03_VC40_1,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_4,HC03_VC47_3
187,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_1,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
188,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_3,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_4,HC03_VC47_1
189,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_2,HC03_VC38_2,HC03_VC39_1,HC03_VC40_1,HC03_VC42_3,HC03_VC43_2,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_2
190,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_2,HC03_VC40_1,HC03_VC42_1,HC03_VC43_2,HC03_VC44_3,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
191,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_4,HC03_VC38_1,HC03_VC39_2,HC03_VC40_1,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
192,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_2,HC03_VC47_3
193,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_2,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_3,HC03_VC47_3
194,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_4,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_2
195,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
196,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_3,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
197,mid,HC03_VC35_3,HC03_VC36_2,HC03_VC37_3,HC03_VC38_1,HC03_VC39_3,HC03_VC40_2,HC03_VC42_3,HC03_VC43_2,HC03_VC44_2,HC03_VC45_4,HC03_VC46_4,HC03_VC47_1
198,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_2,HC03_VC40_3,HC03_VC42_3,HC03_VC43_3,HC03_VC44_1,HC03_VC45_2,HC03_VC46_4,HC03_VC47_3
199,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_4,HC03_VC38_4,HC03_VC39_1,HC03_VC40_1,HC03_VC42_1,HC03_VC43_2,HC03_VC44_4,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
200,mid,HC03_VC35_3,HC03_VC36_4,HC03_VC37_1,HC03_VC38_1,HC03_VC39_2,HC03_VC40_3,HC03_VC42_3,HC03_VC43_4,HC03_VC44_1,HC03_VC45_1,HC03_VC46_3,HC03_VC47_4
201,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_3,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_4,HC03_VC46_3,HC03_VC47_1
202,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_4,HC03_VC47_2
203,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_3,HC03_VC38_3,HC03_VC39_1,HC03_VC40_1,HC03_VC42_4,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_3,HC03_VC47_2
204,mid,HC03_VC35_1,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_3,HC03_VC44_1,HC03_VC45_3,HC03_VC46_3,HC03_VC47_4
205,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_3,HC03_VC42_3,HC03_VC43_2,HC03_VC44_1,HC03_VC45_1,HC03_VC46_4,HC03_VC47_4
206,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_1,HC03_VC38_2,HC03_VC39_4,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_4,HC03_VC47_1
207,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_2,HC03_VC47_1
208,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_3,HC03_VC44_3,HC03_VC45_2,HC03_VC46_2,HC03_VC47_1
209,mid,HC03_VC35_2,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_4,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_3,HC03_VC46_3,HC03_VC47_1
210,mid,HC03_VC35_4,HC03_VC36_3,HC03_VC37_2,HC03_VC38_3,HC03_VC39_1,HC03_VC40_2,HC03_VC42_4,HC03_VC43_3,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_2
211,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_2,HC03_VC40_3,HC03_VC42_2,HC03_VC43_3,HC03_VC44_3,HC03_VC45_3,HC03_VC46_3,HC03_VC47_1
212,mid,HC03_VC35_3,HC03_VC36_3,HC03_VC37_2,HC03_VC38_2,HC03_VC39_2,HC03_VC40_2,HC03_VC42_3,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
213,mid,HC03_VC35_2,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_1,HC03_VC40_2,HC03_VC42_2,HC03_VC43_3,HC03_VC44_2,HC03_VC45_2,HC03_VC46_2,HC03_VC47_2
214,mid,HC03_VC35_2,HC03_VC36_4,HC03_VC37_1,HC03_VC38_3,HC03_VC39_3,HC03_VC40_4,HC03_VC42_2,HC03_VC43_4,HC03_VC44_1,HC03_VC45_4,HC03_VC46_3,HC03_VC47_4
215,mid,HC03_VC35_4,HC03_VC36_4,HC03_VC37_1,HC03_VC38_2,HC03_VC39_3,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_1,HC03_VC45_2,HC03_VC46_1,HC03_VC47_2
216,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_4,HC03_VC38_2,HC03_VC39_1,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_3,HC03_VC46_1,HC03_VC47_3
217,mid,HC03_VC35_2,HC03_VC36_1,HC03_VC37_4,HC03_VC38_1,HC03_VC39_1,HC03_VC40_3,HC03_VC42_2,HC03_VC43_2,HC03_VC44_4,HC03_VC45_1,HC03_VC46_1,HC03_VC47_3
218,mid,HC03_VC35_4,HC03_VC36_1,HC03_VC37_3,HC03_VC38_1,HC03_VC39_4,HC03_VC40_4,HC03_VC42_4,HC03_VC43_1,HC03_VC44_3,HC03_VC45_4,HC03_VC46_4,HC03_VC47_3
219,mid,HC03_VC35_4,HC03_VC36_2,HC03_VC37_2,HC03_VC38_4,HC03_VC39_4,HC03_VC40_3,HC03_VC42_4,HC03_VC43_4,HC03_VC44_2,HC03_VC45_1,HC03_VC46_2,HC03_VC47_3
220,mid,HC03_VC35_1,HC03_VC36_2,HC03_VC37_3,HC03_VC38_2,HC03_VC39_2,HC03_VC40_3,HC03_VC42_1,HC03_VC43_1,HC03_VC44_4,HC03_VC45_2,HC03_VC46_1,HC03_VC47_3
221,mid,HC03_VC35_1,HC03_VC36_1,HC03_VC37_3,HC03_VC38_2,HC03_VC39_3,HC03_VC40_4,HC03_VC42_1,HC03_VC43_1,HC03_VC44_3,HC03_VC45_2,HC03_VC46_4,HC03_VC47_4
