,drug,HC03_VC156,HC03_VC157,HC03_VC158,HC03_VC159,HC03_VC160,HC03_VC161,HC03_VC162
186,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_3,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
187,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
188,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
189,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_1
190,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
191,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
192,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
193,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
194,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_3,HC03_VC162_1
195,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
196,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
197,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
198,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
199,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_2
200,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
201,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
202,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
203,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
204,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_4,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
205,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_1,HC03_VC159_2,HC03_VC160_1,HC03_VC161_4,HC03_VC162_3
206,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_1,HC03_VC161_1,HC03_VC162_3
207,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_4,HC03_VC162_2
208,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
209,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
210,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
211,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
212,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
213,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
214,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
215,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
216,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
217,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
218,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
219,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
220,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_1
221,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
222,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_4,HC03_VC162_2
223,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
224,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
225,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
226,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
227,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
228,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
229,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
230,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_4,HC03_VC162_1
231,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
232,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_1
233,mid,HC03_VC156_4,HC03_VC157_2,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_1
234,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
235,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
236,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_4,HC03_VC162_1
237,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
238,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_4,HC03_VC162_2
239,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_4,HC03_VC162_1
240,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
241,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_3,HC03_VC159_2,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
242,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_1,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
243,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_1
244,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
245,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_2,HC03_VC160_1,HC03_VC161_1,HC03_VC162_2
246,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
247,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_1
248,mid,HC03_VC156_4,HC03_VC157_2,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
249,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
250,mid,HC03_VC156_4,HC03_VC157_3,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
251,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
252,mid,HC03_VC156_2,HC03_VC157_4,HC03_VC158_4,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
253,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
254,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
255,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_1
256,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
257,mid,HC03_VC156_4,HC03_VC157_2,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
258,mid,HC03_VC156_3,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_1,HC03_VC161_1,HC03_VC162_3
259,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
260,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
261,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
262,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
263,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
264,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
265,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
266,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
267,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
268,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
269,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
270,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
271,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
272,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
273,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
274,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
275,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
276,mid,HC03_VC156_4,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_1
277,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
278,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
279,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_4,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
280,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
281,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_4,HC03_VC162_2
282,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
283,mid,HC03_VC156_4,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
284,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
285,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
286,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
287,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
288,mid,HC03_VC156_4,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_1
289,mid,HC03_VC156_2,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
290,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
291,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
292,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_1,HC03_VC161_1,HC03_VC162_3
293,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_1,HC03_VC159_2,HC03_VC160_1,HC03_VC161_2,HC03_VC162_1
294,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_2,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
295,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
296,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_2,HC03_VC162_2
297,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
298,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
299,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
300,mid,HC03_VC156_4,HC03_VC157_3,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_1
301,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
302,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
303,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
304,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
305,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
306,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_1
307,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
308,mid,HC03_VC156_3,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
309,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
310,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_1
311,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
312,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
313,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
314,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
315,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
316,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_3,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
317,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
318,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
319,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
320,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_1
321,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
322,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
323,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
324,mid,HC03_VC156_4,HC03_VC157_1,HC03_VC158_4,HC03_VC159_1,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
325,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
326,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
327,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
328,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
329,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_2
330,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_2
331,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
332,mid,HC03_VC156_1,HC03_VC157_3,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
333,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
334,mid,HC03_VC156_2,HC03_VC157_1,HC03_VC158_1,HC03_VC159_3,HC03_VC160_1,HC03_VC161_4,HC03_VC162_2
335,mid,HC03_VC156_3,HC03_VC157_3,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_1
336,mid,HC03_VC156_2,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_1,HC03_VC161_4,HC03_VC162_2
337,mid,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
338,mid,HC03_VC156_4,HC03_VC157_4,HC03_VC158_3,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
339,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
340,mid,HC03_VC156_2,HC03_VC157_2,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_1
341,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
342,mid,HC03_VC156_1,HC03_VC157_1,HC03_VC158_3,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
343,mid,HC03_VC156_3,HC03_VC157_1,HC03_VC158_4,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
344,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
345,mid,HC03_VC156_1,HC03_VC157_4,HC03_VC158_4,HC03_VC159_1,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
346,low,HC03_VC156_3,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_1
347,low,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
348,low,HC03_VC156_2,HC03_VC157_2,HC03_VC158_2,HC03_VC159_1,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
349,low,HC03_VC156_3,HC03_VC157_3,HC03_VC158_4,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_2
350,low,HC03_VC156_2,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
351,low,HC03_VC156_4,HC03_VC157_1,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_2,HC03_VC162_2
352,low,HC03_VC156_3,HC03_VC157_2,HC03_VC158_3,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
353,low,HC03_VC156_1,HC03_VC157_4,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
354,low,HC03_VC156_3,HC03_VC157_3,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
355,low,HC03_VC156_3,HC03_VC157_1,HC03_VC158_3,HC03_VC159_1,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
356,low,HC03_VC156_1,HC03_VC157_4,HC03_VC158_2,HC03_VC159_1,HC03_VC160_1,HC03_VC161_2,HC03_VC162_3
357,low,HC03_VC156_4,HC03_VC157_1,HC03_VC158_2,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
358,low,HC03_VC156_1,HC03_VC157_3,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_2,HC03_VC162_1
359,low,HC03_VC156_1,HC03_VC157_1,HC03_VC158_4,HC03_VC159_3,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
360,low,HC03_VC156_2,HC03_VC157_3,HC03_VC158_3,HC03_VC159_2,HC03_VC160_2,HC03_VC161_1,HC03_VC162_3
361,low,HC03_VC156_1,HC03_VC157_4,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
362,low,HC03_VC156_1,HC03_VC157_2,HC03_VC158_2,HC03_VC159_2,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
363,low,HC03_VC156_2,HC03_VC157_2,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
364,low,HC03_VC156_4,HC03_VC157_1,HC03_VC158_4,HC03_VC159_2,HC03_VC160_2,HC03_VC161_3,HC03_VC162_1
365,low,HC03_VC156_1,HC03_VC157_1,HC03_VC158_2,HC03_VC159_2,HC03_VC160_2,HC03_VC161_4,HC03_VC162_2
366,low,HC03_VC156_3,HC03_VC157_1,HC03_VC158_4,HC03_VC159_3,HC03_VC160_2,HC03_VC161_3,HC03_VC162_2
367,low,HC03_VC156_4,HC03_VC157_1,HC03_VC158_1,HC03_VC159_3,HC03_VC160_2,HC03_VC161_4,HC03_VC162_3
368,low,HC03_VC156_2,HC03_VC157_2,HC03_VC158_1,HC03_VC159_1,HC03_VC160_1,HC03_VC161_3,HC03_VC162_2
369,low,HC03_VC156_2,HC03_VC157_3,HC03_VC158_2,HC03_VC159_3,HC03_VC160_1,HC03_VC161_2,HC03_VC162_1
370,low,HC03_VC156_2,HC03_VC157_2,HC03_VC158_1,HC03_VC159_1,HC03_VC160_2,HC03_VC161_3,HC03_VC162_3
371,low,HC03_VC156_2,HC03_VC157_3,HC03_VC158_1,HC03_VC159_2,HC03_VC160_2,HC03_VC161_2,HC03_VC162_3
