,drug,HC03_VC84,HC03_VC85,HC03_VC86,HC03_VC87,HC03_VC88,HC03_VC89,HC03_VC90,HC03_VC91,HC03_VC93,HC03_VC94
132,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_1,HC03_VC90_4,HC03_VC91_2,HC03_VC93_4,HC03_VC94_3
133,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
134,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
135,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_4,HC03_VC91_3,HC03_VC93_3,HC03_VC94_4
136,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_3,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
137,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_3,HC03_VC87_4,HC03_VC88_3,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_3,HC03_VC94_1
138,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
139,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_3,HC03_VC88_3,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
140,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
141,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
142,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_4,HC03_VC89_1,HC03_VC90_4,HC03_VC91_2,HC03_VC93_3,HC03_VC94_4
143,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
144,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
145,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
146,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
147,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_3,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_4,HC03_VC94_2
148,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
149,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
150,mid,HC03_VC84_3,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
151,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
152,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_3,HC03_VC89_2,HC03_VC90_4,HC03_VC91_3,HC03_VC93_3,HC03_VC94_4
153,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
154,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
155,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_4,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
156,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
157,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
158,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
159,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
160,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_3,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
161,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_2,HC03_VC87_4,HC03_VC88_2,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_3,HC03_VC94_1
162,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_3,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
163,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
164,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
165,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_1,HC03_VC87_3,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
166,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_2,HC03_VC88_1,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
167,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_2,HC03_VC87_3,HC03_VC88_3,HC03_VC89_1,HC03_VC90_4,HC03_VC91_2,HC03_VC93_4,HC03_VC94_3
168,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
169,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
170,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_3,HC03_VC87_1,HC03_VC88_3,HC03_VC89_3,HC03_VC90_4,HC03_VC91_1,HC03_VC93_3,HC03_VC94_3
171,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_2,HC03_VC91_3,HC03_VC93_4,HC03_VC94_2
172,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
173,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
174,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
175,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
176,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
177,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_1,HC03_VC93_2,HC03_VC94_2
178,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_3,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
179,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_2,HC03_VC90_4,HC03_VC91_4,HC03_VC93_2,HC03_VC94_4
180,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
181,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
182,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
183,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_3,HC03_VC89_2,HC03_VC90_4,HC03_VC91_3,HC03_VC93_4,HC03_VC94_4
184,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
185,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
186,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_2,HC03_VC90_3,HC03_VC91_4,HC03_VC93_2,HC03_VC94_3
187,mid,HC03_VC84_3,HC03_VC85_3,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_2,HC03_VC93_2,HC03_VC94_1
188,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_1,HC03_VC93_1,HC03_VC94_2
189,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_1,HC03_VC89_4,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_3
190,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
191,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_1,HC03_VC87_3,HC03_VC88_3,HC03_VC89_2,HC03_VC90_4,HC03_VC91_2,HC03_VC93_4,HC03_VC94_3
192,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
193,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_2,HC03_VC88_3,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
194,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
195,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
196,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_4,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
197,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
198,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
199,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_2
200,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_3,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
201,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_2,HC03_VC88_1,HC03_VC89_1,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
202,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
203,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
204,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_4,HC03_VC89_3,HC03_VC90_1,HC03_VC91_1,HC03_VC93_3,HC03_VC94_1
205,mid,HC03_VC84_3,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
206,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_1,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
207,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_2,HC03_VC90_2,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
208,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_3,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_2,HC03_VC91_3,HC03_VC93_3,HC03_VC94_2
209,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
210,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_3,HC03_VC93_4,HC03_VC94_4
211,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_3
212,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
213,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_1,HC03_VC94_3
214,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_2,HC03_VC93_1,HC03_VC94_1
215,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_2,HC03_VC87_2,HC03_VC88_4,HC03_VC89_3,HC03_VC90_4,HC03_VC91_2,HC03_VC93_4,HC03_VC94_4
216,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_3,HC03_VC88_3,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
217,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_1,HC03_VC87_3,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_4,HC03_VC94_3
218,mid,HC03_VC84_4,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_4,HC03_VC89_4,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
219,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
220,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
221,mid,HC03_VC84_1,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_3,HC03_VC89_2,HC03_VC90_1,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
222,mid,HC03_VC84_3,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_2,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_1,HC03_VC94_3
223,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_1,HC03_VC89_3,HC03_VC90_4,HC03_VC91_3,HC03_VC93_3,HC03_VC94_4
224,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_2,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
225,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_4,HC03_VC90_2,HC03_VC91_1,HC03_VC93_3,HC03_VC94_2
226,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_3,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
227,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_4,HC03_VC87_4,HC03_VC88_1,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
228,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_4,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
229,mid,HC03_VC84_2,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_2,HC03_VC93_4,HC03_VC94_3
230,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_4,HC03_VC87_1,HC03_VC88_3,HC03_VC89_1,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
231,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_3,HC03_VC88_1,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
232,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_3,HC03_VC93_3,HC03_VC94_2
233,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
234,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
235,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
236,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_4,HC03_VC87_1,HC03_VC88_4,HC03_VC89_2,HC03_VC90_2,HC03_VC91_4,HC03_VC93_1,HC03_VC94_3
237,mid,HC03_VC84_2,HC03_VC85_4,HC03_VC86_3,HC03_VC87_1,HC03_VC88_2,HC03_VC89_1,HC03_VC90_4,HC03_VC91_4,HC03_VC93_2,HC03_VC94_4
238,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
239,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_4,HC03_VC87_2,HC03_VC88_2,HC03_VC89_1,HC03_VC90_2,HC03_VC91_3,HC03_VC93_1,HC03_VC94_2
240,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_3,HC03_VC88_2,HC03_VC89_2,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
241,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_2,HC03_VC87_1,HC03_VC88_4,HC03_VC89_1,HC03_VC90_3,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
242,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
243,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
244,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
245,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_2,HC03_VC87_2,HC03_VC88_1,HC03_VC89_4,HC03_VC90_2,HC03_VC91_3,HC03_VC93_3,HC03_VC94_2
246,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_2,HC03_VC87_3,HC03_VC88_1,HC03_VC89_1,HC03_VC90_3,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
247,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_2,HC03_VC94_1
248,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_1,HC03_VC87_1,HC03_VC88_3,HC03_VC89_2,HC03_VC90_4,HC03_VC91_4,HC03_VC93_3,HC03_VC94_4
249,mid,HC03_VC84_4,HC03_VC85_2,HC03_VC86_2,HC03_VC87_1,HC03_VC88_3,HC03_VC89_4,HC03_VC90_2,HC03_VC91_4,HC03_VC93_3,HC03_VC94_3
250,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_1,HC03_VC87_3,HC03_VC88_4,HC03_VC89_4,HC03_VC90_4,HC03_VC91_2,HC03_VC93_4,HC03_VC94_3
251,mid,HC03_VC84_1,HC03_VC85_3,HC03_VC86_3,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_2,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
252,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_3,HC03_VC90_2,HC03_VC91_4,HC03_VC93_3,HC03_VC94_3
253,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_3,HC03_VC90_1,HC03_VC91_2,HC03_VC93_2,HC03_VC94_2
254,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_2,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
255,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_3,HC03_VC87_1,HC03_VC88_4,HC03_VC89_3,HC03_VC90_2,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
256,mid,HC03_VC84_2,HC03_VC85_3,HC03_VC86_2,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_4,HC03_VC91_3,HC03_VC93_2,HC03_VC94_3
257,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_3,HC03_VC91_4,HC03_VC93_4,HC03_VC94_3
258,mid,HC03_VC84_3,HC03_VC85_3,HC03_VC86_4,HC03_VC87_2,HC03_VC88_1,HC03_VC89_2,HC03_VC90_2,HC03_VC91_2,HC03_VC93_1,HC03_VC94_2
259,mid,HC03_VC84_4,HC03_VC85_1,HC03_VC86_1,HC03_VC87_2,HC03_VC88_3,HC03_VC89_4,HC03_VC90_4,HC03_VC91_4,HC03_VC93_4,HC03_VC94_4
260,mid,HC03_VC84_3,HC03_VC85_1,HC03_VC86_3,HC03_VC87_2,HC03_VC88_3,HC03_VC89_3,HC03_VC90_2,HC03_VC91_3,HC03_VC93_3,HC03_VC94_3
261,mid,HC03_VC84_2,HC03_VC85_2,HC03_VC86_2,HC03_VC87_3,HC03_VC88_1,HC03_VC89_2,HC03_VC90_3,HC03_VC91_2,HC03_VC93_3,HC03_VC94_2
262,mid,HC03_VC84_1,HC03_VC85_4,HC03_VC86_3,HC03_VC87_4,HC03_VC88_1,HC03_VC89_1,HC03_VC90_1,HC03_VC91_1,HC03_VC93_1,HC03_VC94_1
263,mid,HC03_VC84_3,HC03_VC85_2,HC03_VC86_1,HC03_VC87_2,HC03_VC88_2,HC03_VC89_2,HC03_VC90_4,HC03_VC91_3,HC03_VC93_3,HC03_VC94_4
