,drug,HC03_VC25,HC03_VC26,HC03_VC27,HC03_VC28,HC03_VC29,HC03_VC30,HC03_VC31
186,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_1,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
187,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_1,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
188,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_1,HC03_VC31_4
189,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_2
190,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
191,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
192,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_4,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
193,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
194,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_3,HC03_VC31_1
195,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
196,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_1,HC03_VC31_2
197,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_3,HC03_VC31_1
198,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
199,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
200,mid,HC03_VC25_3,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
201,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_4,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
202,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_4,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
203,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_3
204,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_4,HC03_VC31_2
205,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_4,HC03_VC31_3
206,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_2
207,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
208,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
209,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
210,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_2,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
211,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
212,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_2,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
213,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
214,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
215,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
216,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
217,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
218,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_4,HC03_VC30_1,HC03_VC31_4
219,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
220,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
221,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
222,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_3,HC03_VC31_3
223,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
224,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
225,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_1,HC03_VC28_4,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
226,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_4,HC03_VC31_3
227,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
228,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
229,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
230,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_2,HC03_VC31_3
231,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
232,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_3,HC03_VC31_3
233,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
234,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_2,HC03_VC31_3
235,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_1,HC03_VC31_4
236,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
237,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
238,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_3
239,mid,HC03_VC25_3,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_3,HC03_VC30_3,HC03_VC31_1
240,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
241,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
242,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_4
243,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
244,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
245,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
246,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
247,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
248,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
249,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_4,HC03_VC31_2
250,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_3,HC03_VC31_3
251,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
252,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
253,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
254,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
255,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
256,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
257,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
258,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
259,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
260,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_3
261,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
262,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
263,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_4,HC03_VC31_2
264,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_3,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
265,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
266,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
267,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_1,HC03_VC31_2
268,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
269,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_3,HC03_VC31_4
270,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
271,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_1,HC03_VC31_3
272,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
273,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
274,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
275,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_3
276,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
277,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
278,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
279,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_2,HC03_VC28_3,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
280,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
281,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
282,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
283,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
284,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
285,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
286,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
287,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_2,HC03_VC30_3,HC03_VC31_4
288,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_3
289,mid,HC03_VC25_3,HC03_VC26_1,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_4,HC03_VC31_3
290,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
291,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
292,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_1,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
293,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_4,HC03_VC31_2
294,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
295,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
296,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_3
297,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_3
298,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
299,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_4,HC03_VC30_3,HC03_VC31_3
300,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
301,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
302,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
303,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_1,HC03_VC31_3
304,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_3,HC03_VC30_3,HC03_VC31_1
305,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_3
306,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
307,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
308,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
309,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
310,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
311,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
312,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
313,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
314,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_4,HC03_VC31_3
315,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
316,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
317,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
318,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_2,HC03_VC30_3,HC03_VC31_4
319,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
320,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_3,HC03_VC31_4
321,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
322,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_4,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
323,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
324,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
325,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
326,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_1,HC03_VC28_2,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
327,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
328,mid,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
329,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_4,HC03_VC31_3
330,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
331,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
332,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
333,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_2,HC03_VC31_3
334,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
335,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
336,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_2
337,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
338,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_4,HC03_VC31_4
339,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
340,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
341,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_1,HC03_VC31_4
342,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
343,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
344,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
345,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
346,low,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_3,HC03_VC31_1
347,low,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_4
348,low,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_2
349,low,HC03_VC25_4,HC03_VC26_4,HC03_VC27_1,HC03_VC28_2,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
350,low,HC03_VC25_4,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_3
351,low,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_2,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
352,low,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
353,low,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_3
354,low,HC03_VC25_2,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_1,HC03_VC31_4
355,low,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
356,low,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
357,low,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
358,low,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
359,low,HC03_VC25_2,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
360,low,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
361,low,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_4
362,low,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_4,HC03_VC30_1,HC03_VC31_4
363,low,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
364,low,HC03_VC25_4,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_2
365,low,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
366,low,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
367,low,HC03_VC25_4,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
368,low,HC03_VC25_4,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
369,low,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
370,low,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
371,low,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_3
