,drug,HC03_VC03,HC03_VC04,HC03_VC05,HC03_VC06,HC03_VC07,HC03_VC08,HC03_VC09,HC03_VC10,HC03_VC11,HC03_VC12
132,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_2,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
133,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
134,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3
135,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
136,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
137,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_2,HC03_VC11_3,HC03_VC12_1
138,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
139,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
140,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
141,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
142,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_3,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_4,HC03_VC12_2
143,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_1,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_2
144,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
145,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_3,HC03_VC07_1,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_3,HC03_VC12_4
146,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
147,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
148,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_2
149,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_1,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2
150,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
151,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4
152,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
153,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
154,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_1,HC03_VC06_3,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_2
155,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_4
156,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1
157,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
158,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC05_2,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
159,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_2
160,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
161,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_3,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
162,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3
163,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
164,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
165,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_3,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3
166,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4
167,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
168,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_4
169,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2
170,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
171,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3
172,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
173,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_3,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
174,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
175,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_4,HC03_VC09_2,HC03_VC10_1,HC03_VC11_3,HC03_VC12_3
176,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
177,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
178,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
179,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
180,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
181,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
182,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_1,HC03_VC07_4,HC03_VC08_1,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
183,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
184,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_3,HC03_VC10_3,HC03_VC11_4,HC03_VC12_3
185,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_2,HC03_VC08_3,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3
186,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_3,HC03_VC12_3
187,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
188,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
189,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1
190,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
191,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
192,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1
193,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_2,HC03_VC06_2,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
194,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
195,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
196,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
197,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2
198,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_1
199,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3
200,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_1
201,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
202,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
203,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
204,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
205,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
206,mid,HC03_VC03_1,HC03_VC04_2,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_3,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
207,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_3,HC03_VC08_3,HC03_VC09_4,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3
208,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_3
209,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_3,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_4,HC03_VC12_4
210,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
211,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC05_1,HC03_VC06_4,HC03_VC07_2,HC03_VC08_1,HC03_VC09_2,HC03_VC10_1,HC03_VC11_1,HC03_VC12_2
212,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
213,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_4,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_2
214,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_2,HC03_VC06_2,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_2
215,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
216,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_4,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
217,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
218,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
219,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_1
220,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_4
221,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_2,HC03_VC08_4,HC03_VC09_3,HC03_VC10_4,HC03_VC11_3,HC03_VC12_1
222,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_3
223,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_3,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
224,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_4,HC03_VC12_3
225,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_2
226,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_2,HC03_VC08_4,HC03_VC09_3,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3
227,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_3
228,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_2,HC03_VC11_1,HC03_VC12_3
229,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_4,HC03_VC11_2,HC03_VC12_3
230,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
231,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
232,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
233,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4
234,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_3,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
235,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_3,HC03_VC12_4
236,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_1,HC03_VC06_4,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
237,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_3,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
238,mid,HC03_VC03_4,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_1,HC03_VC10_2,HC03_VC11_3,HC03_VC12_4
239,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3
240,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_4
241,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_3,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_4
242,mid,HC03_VC03_3,HC03_VC04_3,HC03_VC05_4,HC03_VC06_2,HC03_VC07_3,HC03_VC08_2,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
243,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_2,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
244,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_2,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_1,HC03_VC12_1
245,mid,HC03_VC03_2,HC03_VC04_4,HC03_VC05_3,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1
246,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_1,HC03_VC06_2,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_3
247,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_1
248,mid,HC03_VC03_2,HC03_VC04_3,HC03_VC05_2,HC03_VC06_3,HC03_VC07_2,HC03_VC08_2,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_2
249,mid,HC03_VC03_3,HC03_VC04_2,HC03_VC05_1,HC03_VC06_4,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_1,HC03_VC11_2,HC03_VC12_2
250,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_1,HC03_VC06_3,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_3
251,mid,HC03_VC03_4,HC03_VC04_4,HC03_VC05_4,HC03_VC06_2,HC03_VC07_4,HC03_VC08_4,HC03_VC09_4,HC03_VC10_4,HC03_VC11_4,HC03_VC12_1
252,mid,HC03_VC03_2,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_1,HC03_VC10_2,HC03_VC11_1,HC03_VC12_4
253,mid,HC03_VC03_4,HC03_VC04_2,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_1,HC03_VC09_4,HC03_VC10_1,HC03_VC11_1,HC03_VC12_3
254,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_4,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
255,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_4
256,mid,HC03_VC03_3,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_3,HC03_VC11_2,HC03_VC12_4
257,mid,HC03_VC03_2,HC03_VC04_2,HC03_VC05_3,HC03_VC06_1,HC03_VC07_2,HC03_VC08_1,HC03_VC09_1,HC03_VC10_4,HC03_VC11_4,HC03_VC12_3
258,mid,HC03_VC03_1,HC03_VC04_4,HC03_VC05_3,HC03_VC06_3,HC03_VC07_3,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_2,HC03_VC12_1
259,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_2,HC03_VC06_1,HC03_VC07_1,HC03_VC08_2,HC03_VC09_2,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
260,mid,HC03_VC03_1,HC03_VC04_3,HC03_VC05_3,HC03_VC06_2,HC03_VC07_2,HC03_VC08_3,HC03_VC09_3,HC03_VC10_3,HC03_VC11_3,HC03_VC12_2
261,mid,HC03_VC03_4,HC03_VC04_3,HC03_VC05_4,HC03_VC06_4,HC03_VC07_4,HC03_VC08_1,HC03_VC09_4,HC03_VC10_1,HC03_VC11_2,HC03_VC12_1
262,mid,HC03_VC03_1,HC03_VC04_1,HC03_VC05_1,HC03_VC06_1,HC03_VC07_1,HC03_VC08_1,HC03_VC09_1,HC03_VC10_2,HC03_VC11_2,HC03_VC12_4
263,mid,HC03_VC03_3,HC03_VC04_4,HC03_VC05_4,HC03_VC06_3,HC03_VC07_3,HC03_VC08_4,HC03_VC09_2,HC03_VC10_3,HC03_VC11_4,HC03_VC12_1
